movetext,white_elo,black_elo,white_diff,black_diff,opening,eco
1. d4 c5 2. dxc5 Qa5+ 3. Bd2 Qxc5 4. c3 d5 5. g3 Nc6 6. Bg2 Bf5 7. e3 Rd8 8. b4 Qd6 9. Ne2 e5 10. O-O d4 11. exd4 exd4 12. cxd4 Nxd4 13. Nxd4 Qxd4 14. Nc3 Qxd2 15. Qa4+ Bd7 16. Qb3 Nf6 17. Rfe1+ Be7 18. Re2 Qg5 19. Rae1 Ng4 20. Rxe7+ Kf8 21. Bh3 Qf5 22. Bxg4 Qxg4 23. Qxf7# 1-0,1696.0,1768.0,12.0,-14.0,Benoni Defense: Benoni Gambit Accepted,A43
1. e4 c5 2. c4 Nc6 3. d3 g6 4. Nc3 Bg7 5. Be3 b6 6. Nf3 Bb7 7. Be2 Qc7 8. a4 Nf6 9. O-O O-O 10. Qd2 Nb4 11. Nb5 Qc8 12. a5 a6 13. Nc3 b5 14. cxb5 axb5 15. Bxc5 Qxc5 16. d4 Qc7 17. Nxb5 Qd8 18. Qxb4 Ba6 19. Nc3 Rb8 20. Qa4 Bxe2 21. Nxe2 Nxe4 22. Rae1 d5 23. a6 Qb6 24. Rb1 Ra8 25. Qd7 Qd6 26. Qxd6 Nxd6 27. Ra1 Rfb8 28. Rfb1 Rb6 29. b4 Rbxa6 30. Rxa6 Rxa6 31. b5 Rb6 32. Nc3 e6 33. h4 Nf5 34. g3 Nxd4 35. Nxd4 Bxd4 36. Na4 Rb7 37. Kg2 f5 38. Kf3 e5 39. g4 fxg4+ 40. Kxg4 Bxf2 41. Rb2 Be3 42. b6 Kf7 43. Nc3 Rxb6 44. Rxb6 Bxb6 45. Nxd5 Bd4 46. Kg5 Ke6 47. Nf6 Be3+ 48. Kg4 Kxf6 49. Kf3 Bc1 50. h5 gxh5 51. Kg3 Kf5 52. Kh3 e4 53. Kh4 Kf4 54. Kxh5 e3 55. Kh6 e2 56. Kxh7 e1=Q 57. Kh6 Bb2 58. Kh7 Qg3 59. Kh6 Kf5 60. Kh7 Qg8+ 61. Kh6 Qg7+ 62. Kh5 Qg5# 0-1,1595.0,1546.0,-37.0,16.0,Sicilian Defense: Staunton-Cochrane Variation,B20
1. d4 c5 2. Nf3 cxd4 3. Nxd4 g6 4. Nc3 Bg7 5. e4 Bxd4 6. Qxd4 Nc6 7. Qxh8 Kf8 8. Bh6+ Ke8 9. Qxg8# 1-0,1200.0,,,,Old Benoni Defense,A43
1. e4 d5 2. d4 dxe4 3. f3 exf3 4. Nxf3 Bg4 5. Nbd2 Nc6 6. h3 Bh5 7. g4 Bg6 8. Bc4 Nb4 9. Ne5 Nxc2+ 10. Ke2 Nxa1 11. Qa4+ c6 12. Nxc6 Qd7 13. b3 bxc6 14. Bb2 Nc2 15. Rc1 e6 16. Bd3 Bxd3+ 17. Kxd3 Nb4+ 18. Ke2 Nf6 19. Bc3 Nfd5 20. a3 Nf4+ 21. Kd1 Na2 22. Rc2 Nxc3+ 23. Rxc3 Rc8 24. Ne4 e5 25. d5 Qxd5+ 26. Kc2 Be7 27. Qxa7 Qxe4+ 28. Kb2 Qe2+ 29. Rc2 Nd3+ 30. Kc3 Qe4 31. Qb7 O-O 32. Qxe7 Qd4+ 33. Kd2 Nb4+ 34. Kc1 Qg1+ 35. Kb2 Nd3+ 36. Kc3 Qg3 37. Kc4 Ne1 38. Rd2 Qf4+ 39. Kc3 c5 40. Qb7 Qe3+ 41. Rd3 Qxd3+ 0-1,1567.0,1650.0,-9.0,9.0,Blackmar-Diemer Gambit: Gedult Gambit,D00
1. e4 Nc6 2. Nc3 e5 3. f3 Bb4 4. Nd5 Bc5 5. a3 a6 6. b4 Ba7 7. c4 Nd4 8. Ne2 d6 9. Nxd4 Bxd4 10. Rb1 c6 11. Ne3 Be6 12. d3 Nf6 13. Bb2 Bxe3 14. d4 Bxd4 15. Bxd4 exd4 16. Qxd4 O-O 17. Rd1 Ne8 18. Be2 Qh4+ 19. g3 Qg5 20. f4 Qg6 21. f5 Bxf5 22. exf5 Qxf5 23. Rf1 Qe6 24. Rd3 Nf6 25. Re3 Qd7 26. h3 Rae8 27. Rxe8 Rxe8 28. g4 d5 29. c5 Re4 30. Qd3 Qe6 31. Kd2 Rc4 32. Qe3 Ne4+ 33. Kd3 Rc3+ 34. Kd4 Rxe3 35. Bf3 Nd2 36. Bxd5 Qe5# 0-1,1510.0,1581.0,-9.0,9.0,Vienna Game: Max Lange Defense,C25
1. d4 d6 2. c4 Be6 3. Nc3 f6 4. Nf3 Bf7 5. Bf4 g6 6. Bg3 h6 7. e3 Rh7 8. Bd3 Be6 9. Qc2 Rf7 10. Bxg6 Bf5 11. Bxf5 Rg7 12. Bg6+ Kd7 13. Qf5+ 1-0,1902.0,1518.0,2.0,-3.0,Old Indian Defense,A41
1. d4 c5 2. dxc5 Qa5+ 3. Bd2 Qxc5 4. b3 Nf6 5. c4 Nc6 6. e3 d5 7. Nf3 dxc4 8. Bxc4 Ne5 9. Bc3 Nxc4 10. bxc4 Qxc4 11. Bxf6 exf6 12. Nbd2 Bb4 13. Qa4+ Bd7 14. Qxd7+ Kxd7 15. Rb1 Bxd2+ 16. Nxd2 Qc3 17. Rxb7+ Kc6 18. Rxf7 Rad8 19. O-O Rxd2 20. Rxg7 Rhd8 21. Rxa7 Rd1 22. Rxh7 Rxf1+ 23. Kxf1 Qd3+ 24. Ke1 Qd1# 0-1,1623.0,1683.0,-9.0,9.0,Benoni Defense: Benoni Gambit Accepted,A43
1. e4 e6 2. Bc4 d5 3. exd5 exd5 4. Qe2+ Be7 5. Bb3 Nf6 6. d3 h6 7. Bxh6 gxh6 8. Nc3 Bg4 9. f3 Be6 10. O-O-O Nc6 11. d4 Qd7 12. a4 O-O-O 13. Nh3 Bxh3 14. gxh3 Qxh3 15. Kd2 Rhe8 16. Ra1 Nxd4 17. Qd3 Nxf3+ 18. Kc1 Ng5 19. Qd4 c6 20. Qxa7 Bd6 21. a5 Qf3 22. Rd1 Bxh2 23. a6 bxa6 24. Rxa6 Qf4+ 25. Kb1 Qd6 26. Bxd5 Nxd5 27. Nxd5 cxd5 28. Rxd6 Bxd6 29. Rd3 Be5 30. Rb3 f6 31. Qb7# 1-0,1487.0,1640.0,15.0,-16.0,French Defense #2,C00
1. Nc3 c5 2. Nb1 e6 3. Nc3 d5 4. Nb1 Nf6 5. Nc3 Be7 6. Nb1 O-O 7. c3 Nc6 8. Qc2 e5 9. d3 d4 10. cxd4 Nxd4 11. Nc3 Nxc2+ 0-1,1515.0,1904.0,-2.0,3.0,Van Geet Opening,A00
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Bc4 e6 5. f4 Be7 6. Nf3 b6 7. O-O Bb7 8. d4 c5 9. d5 exd5 10. Nxd5 Nf6 11. Nxe7 Qxd1 12. Bb5+ Bc6 13. Bxc6+ Nxc6 14. Rxd1 Nxe7 15. b3 O-O 16. Bb2 Nfd5 17. g3 Ne3 18. Rd2 Ng6 19. Re1 Nf5 20. Ne5 Nxe5 21. Bxe5 Rfd8 22. Red1 Rxd2 23. Rxd2 f6 24. Bc7 Re8 25. Kf2 Nd4 26. c3 Nf5 27. Rd8 Rxd8 28. Bxd8 g6 29. Bxf6 Kf7 30. Be5 Ne7 31. Bb8 Nd5 32. c4 Nb4 33. Bxa7 Nxa2 34. Bxb6 Nc1 35. Bxc5 Nxb3 36. Ba7 Ke6 37. Ke3 Kd6 38. Ke4 Kc6 39. Ke5 Kb7 40. Bg1 Kc6 41. h3 Nd2 42. Kf6 Nxc4 43. Kg7 Kd7 44. Kxh7 Ke6 45. Kxg6 Nd2 46. f5+ Ke7 47. Bc5+ Ke8 48. h4 Ne4 49. Ba3 Nxg3 50. f6 Ne4 51. f7+ Kd7 52. f8=Q Nd6 53. Qxd6+ Kc8 54. h5 Kb7 55. h6 Ka7 56. h7 Kb7 57. h8=Q Ka7 58. Qh7+ Ka8 59. Qf8# 1-0,1754.0,1708.0,10.0,-9.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
1. d4 Nf6 2. f4 d6 3. Nf3 c6 4. e3 Nbd7 5. Bc4 e5 6. Ng5 d5 7. Bd3 h6 8. Nh3 exd4 9. exd4 Qe7+ 10. Qe2 Ne4 11. O-O Ndf6 12. Nf2 Bf5 13. Nd2 O-O-O 14. Ndxe4 Nxe4 15. Nxe4 Bxe4 16. Bxe4 Qxe4 17. Re1 Qxd4+ 18. Be3 Qxb2 19. Bxa7 Bd6 20. Reb1 Qc3 21. a3 Bc5+ 22. Bxc5 Qxc5+ 23. Kf1 Rhe8 24. Qg4+ Kb8 25. Rb2 Qc4+ 26. Kf2 Qd4+ 0-1,1866.0,1500.0,-15.0,440.0,Canard Opening,A45
1. d4 d6 2. c4 d5 3. Nc3 dxc4 4. Nf3 Bg4 5. Bg5 1-0,1904.0,1515.0,3.0,-2.0,Old Indian Defense,A41
1. d3 c5 2. c3 e6 3. b3 d5 4. a3 Nf6 5. c4 Be7 6. b4 O-O 7. a4 cxb4 8. Ra2 Qb6 9. Rb2 a5 10. Rb3 Nc6 11. Qd2 Nd4 12. Qd1 Nxb3 13. Be3 Bc5 14. Qxb3 Bxe3 15. fxe3 Qxe3 16. Qc2 dxc4 17. Nf3 cxd3 18. Qxd3 Qxd3 19. exd3 b6 20. g3 Bb7 21. Bg2 Bxf3 22. Bxf3 Nd5 23. Bxd5 exd5 24. Rf1 Rfe8+ 25. Kd2 Re5 26. Rf3 Rae8 27. d4 Re4 28. Kd3 g6 29. Rf6 Re3+ 30. Kd2 Re8e4 31. Kd1 Rd3+ 32. Kc2 Rexd4 33. Rxb6 b3+ 34. Kb2 Rf3 35. Ra6 Rd2+ 36. Nxd2 Rf2 37. Kc3 b2 38. Kxb2 Rxd2+ 39. Kc1 Rxh2 40. Rxa5 Rg2 41. Rxd5 Rxg3 42. Rd8+ Kg7 43. a5 Ra3 44. Ra8 h5 45. a6 h4 46. a7 h3 47. Rh8 Kxh8 48. a8=Q+ Rxa8 49. Kd2 h2 50. Ke3 Ra4 51. Kf2 h1=Q 52. Kg3 Qe4 53. Kf2 Qd3 54. Kg1 Ra2 55. Kh1 Qd1# 0-1,1513.0,1907.0,-3.0,2.0,Mieses Opening,A00
1. e4 e5 2. Nf3 Nf6 3. d4 Nxe4 4. Bd3 d5 5. Nxe5 Bf5 6. Qf3 g6 7. Bxe4 dxe4 8. Qb3 Be6 9. Qxb7 Nd7 10. Nxd7 Bxd7 11. Bg5 Be7 12. Bxe7 Kxe7 13. Qxe4+ Kf8 14. Nc3 Qe7 15. Qxe7+ Kxe7 16. O-O-O Rhe8 17. Rhe1+ Kf8 18. Nd5 Rac8 19. Nf6 Rxe1 20. Rxe1 Bf5 21. Nxh7+ Kg7 22. Ng5 f6 23. Re7+ Kh6 24. Nf7+ Kh5 25. h3 g5 26. g4+ Bxg4 27. hxg4+ Kxg4 28. Re6 f5 29. Rf6 Kf4 30. Nh6 g4 31. Rxf5+ Ke4 32. c3 Rh8 33. Rf6 c5 34. dxc5 Ke5 35. Nxg4+ Kd5 36. Ne3+ Kxc5 37. b4+ Kb5 38. Kc2 Rh2 39. Kb3 Rh4 40. a4# 1-0,1793.0,1731.0,10.0,-11.0,"Russian Game: Modern Attack, Center Variation",C43
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 e6 5. Nf3 h6 6. Be2 Nf6 7. O-O Bd6 8. Ne5 b6 9. Bf3 c6 10. Nxc6 Qc7 11. Nxb8 Rxb8 12. Nb5 Qe7 13. Nxd6+ Qxd6 14. Re1 O-O 15. c3 Bb7 16. Bxb7 Rxb7 17. Qf3 Rd7 18. Bf4 Qe7 19. Qg3 Nh5 20. Qe3 Nxf4 21. Qxf4 f5 22. Re2 Rf6 23. Rae1 g5 24. Qb8+ Kg7 25. Qe5 Rd5 26. Qe3 f4 27. Qf3 Kf7 28. Qh5+ Kg7 29. Qg4 Kg6 30. Rxe6 Qf7 0-1,1469.0,1425.0,-12.0,13.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
1. e4 e5 2. f4 Nc6 3. Nf3 exf4 4. d4 d6 5. Bxf4 Bg4 6. Be2 Bxf3 7. Bxf3 Qf6 8. Bg3 O-O-O 9. O-O Nxd4 10. c3 Nxf3+ 11. Rxf3 Qg6 12. Nd2 h5 13. Bf2 h4 14. Bxa7 Nf6 15. Qc2 Re8 16. Re1 d5 17. e5 Ne4 18. Nxe4 dxe4 19. Rfe3 Rxe5 20. Bd4 Bc5 21. Bxe5 Bxe3+ 22. Rxe3 h3 23. g3 Rh4 24. Bf4 Rxf4 25. Qe2 Rf3 26. Rxe4 Rf1+ 27. Kxf1 Qf5+ 28. Rf4 Qb1+ 29. Kf2 b6 30. Rxf7 Kb7 31. Rxg7 Qxa2 32. Qe4+ Ka6 33. Qe2+ b5 34. Rxc7 Qd5 35. Re7 Qf5+ 36. Ke1 Qg5 37. Re6+ Ka5 38. b4+ Ka4 39. Qa2# 1-0,1588.0,1642.0,13.0,-13.0,"King's Gambit Accepted, MacLeod Defense",C34
1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qe3 e6 5. c4 Qb6 6. Qg3 Nf6 7. Nc3 Bb4 8. Nh3 O-O 9. Be3 Qa5 10. Bh6 Bxc3+ 11. bxc3 Qxc3+ 12. Qxc3 1-0,1388.0,1272.0,8.0,-10.0,Sicilian Defense: Smith-Morra Gambit #2,B21
1. d4 b6 2. c4 Bb7 3. Nc3 c6 4. Nf3 c5 5. Bg5 Ba6 6. d5 Nf6 7. e3 h6 8. Bxf6 gxf6 9. e4 Bg7 10. Qc2 e6 11. Bd3 e5 12. O-O-O h5 13. Nd2 Bh6 14. g3 b5 15. Nxb5 Bb7 16. Nd6+ Ke7 17. Nxb7 Qg8 18. Nxc5 Qg4 19. d6+ Kxd6 20. f3 Qh3 21. Nb7+ Ke7 22. Nc5 d6 23. Nb3 Nd7 24. c5 Rac8 25. cxd6+ Kd8 26. Nc5 Rxc5 27. Qxc5 Nxc5 28. Kb1 Nxd3 29. Nc4 1-0,1909.0,1510.0,3.0,-2.0,English Defense #2,A40
1. e4 c5 2. Bc4 a6 3. a4 e6 4. Nf3 d5 5. exd5 exd5 6. Ba2 h6 7. O-O Nf6 8. d4 c4 9. b3 cxb3 10. Bxb3 Be6 11. Ne5 Nc6 12. Nc3 Bb4 13. Nxc6 bxc6 14. Na2 Bd6 15. Ba3 O-O 16. Bxd6 Qxd6 17. c3 Ne4 18. Bc2 Rfe8 19. f3 Nf6 20. Rb1 Rab8 21. Rb3 c5 22. a5 cxd4 23. Qxd4 Rxb3 24. Bxb3 Rb8 25. Nb4 Rb5 26. Ba4 Rxa5 27. Ra1 Bd7 28. Qd1 d4 29. Bxd7 Rxa1 30. Qxa1 Nxd7 31. Nd3 Qg6 32. Nf2 dxc3 33. Ne4 Qb6+ 34. Kf1 Qb2 35. Qxa6 Qb1+ 36. Ke2 Nf6 37. Nxf6+ gxf6 38. Qa8+ Kg7 39. Qe4 Qxe4+ 40. fxe4 Kg6 41. Kd3 Kg5 42. Kxc3 Kf4 43. Kd3 h5 44. Kd4 h4 45. Kd3 f5 46. exf5 f6 47. Ke2 Kg4 48. Ke3 Kxf5 49. Kf3 Kg5 50. g3 h3 51. g4 f5 52. gxf5 Kxf5 53. Kg3 Kg5 54. Kxh3 Kh5 55. Kg3 Kg5 56. h4+ Kh5 57. Kh3 Kh6 58. Kg4 Kh7 59. h5 Kh8 60. Kg5 Kh7 61. h6 Kh8 62. Kg6 Kg8 1/2-1/2,1851.0,1940.0,2.0,-37.0,Sicilian Defense: Bowdler Attack,B20
1. e3 c5 2. Be2 e6 3. f3 d5 4. g3 Nf6 5. h3 Be7 6. Kf2 O-O 7. Kg2 Nc6 8. Qe1 e5 9. Nc3 e4 10. Nd1 exf3+ 11. Bxf3 Bf5 12. Be2 Be4+ 13. Nf3 Nh5 14. d3 Bxf3+ 15. Bxf3 Nf6 16. Qf2 Bd6 17. e4 dxe4 18. dxe4 Nd4 19. c3 Nxf3 20. Kxf3 Qe7 21. Bf4 Qxe4# 0-1,1510.0,1909.0,-2.0,3.0,Van't Kruijs Opening,A00
1. d4 d6 2. c4 Bd7 3. Nc3 Bf5 4. Nf3 Bg4 5. Bg5 f6 6. Bh4 g5 7. Bg3 Bh5 8. e3 g4 9. Nd2 f5 10. Qc2 e6 11. Be2 Nf6 12. O-O-O Bh6 13. Bd3 O-O 14. h3 Kh8 15. hxg4 1-0,1912.0,1508.0,2.0,-2.0,Old Indian Defense,A41
1. Nc3 c5 2. Nd5 e6 3. Ne3 d6 4. d3 d5 5. Qd2 Nf6 6. Nd1 Be7 7. f3 O-O 8. Nh3 Nc6 9. Nhf2 c4 10. Rg1 cxd3 11. Qxd3 e5 12. Qb5 Bf5 13. c3 e4 14. f4 a6 0-1,1508.0,1912.0,-2.0,2.0,Van Geet Opening,A00
1. d4 d6 2. c4 c6 3. Nc3 c5 4. Nf3 b6 5. d5 b5 6. cxb5 Bb7 7. e4 Qc8 8. Bg5 Qc7 9. Bf4 Nf6 10. Bg3 Ng4 11. Bd3 Qa5 12. Qc2 Qb4 13. a3 Qa5 14. O-O-O Qb6 15. h3 Nf6 16. e5 Nfd7 17. exd6 Kd8 18. dxe7+ Bxe7 19. Ne5 Nxe5 20. Bxe5 Nd7 21. Bxg7 Rg8 22. Bh6 Rxg2 23. Be4 Rg6 24. d6 Rxh6 25. dxe7+ Kxe7 26. Bxb7 1-0,1912.0,1508.0,2.0,-2.0,Queen's Pawn Game: Anglo-Slav Opening,A41
1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nc3 Nf6 5. b3 a6 6. Bb2 Bb4 7. a3 Bxc3+ 8. Bxc3 Qe7 9. Bxe5 Qxe5 10. Bd3 O-O 11. Nf3 Qf4 12. Qe2 d6 13. O-O Bg4 14. Rae1 Bh5 15. g3 Qxf3 16. Qxf3 Bxf3 17. e5 dxe5 18. Rxe5 Rfe8 19. Rxe8+ Rxe8 20. c4 Ng4 21. h3 Ne5 22. Re1 f6 23. Bf5 Kf7 24. Bxh7 g6 25. Re3 Bd1 26. Kg2 Rh8 27. Bxg6+ Kxg6 28. g4 c5 29. b4 cxb4 30. axb4 Nxc4 31. Re4 Ne5 32. Rf4 b5 33. Kg3 Bb3 34. h4 Be6 35. h5+ Kg5 36. f3 Nd3 37. Re4 Ne5 38. f4+ Kh6 39. fxe5 fxe5 40. Rxe5 Bc4 41. Kf4 Rd8 42. Rg5 Rf8+ 43. Rf5 Rxf5+ 44. Kxf5 Bd3+ 45. Kf6 Bc4 46. Kf5 Kg7 47. Kg5 Bd3 48. h6+ Kh7 49. Kh5 Bg6+ 50. Kg5 Bd3 51. Kh5 Bc4 52. g5 Be2+ 53. Kh4 Kg6 54. h7 Kxh7 55. Kg3 Kg6 56. Kf4 Bd3 57. Kg4 Bf5+ 58. Kh4 Be6 0-1,1557.0,1590.0,-11.0,10.0,"Nimzowitsch Defense: Kennedy Variation, Keres Attack",B00
1. d4 b6 2. c4 b5 3. Nc3 bxc4 4. e4 c5 5. d5 d6 6. Bxc4 Ba6 7. Nf3 Bxc4 8. Qa4+ Qd7 9. Qxc4 a6 10. e5 dxe5 11. Nxe5 Qf5 12. f4 1-0,1914.0,1506.0,3.0,-3.0,English Defense #2,A40
1. Nf3 d5 2. Nc3 d4 3. Nb5 Nc6 4. c3 dxc3 5. Nxc3 Nf6 6. e3 e5 7. Bb5 Bd6 8. O-O O-O 9. Bxc6 bxc6 10. d4 exd4 11. Nxd4 c5 12. Nc6 Qd7 13. Qf3 Bb7 14. Ne7+ Qxe7 15. Qxb7 Qe5 16. f4 Qh5 17. h3 Qf5 18. g4 Qd3 19. Rd1 Qe2 20. Bd2 Qf3 21. Qxf3 1-0,1474.0,1508.0,94.0,-91.0,Zukertort Opening: Reversed Mexican Defense,A06
1. Nf3 c5 2. Ne5 e6 3. g3 d6 4. Nf3 d5 5. Rg1 Nf6 6. h3 Be7 7. g4 Nc6 8. g5 Nh5 9. h4 e5 10. Nh2 e4 11. Ng4 Nf4 12. Ne3 d4 13. Ng2 Nxg2+ 14. Bxg2 e3 15. Bxc6+ bxc6 16. dxe3 dxe3 17. Qxd8+ Bxd8 18. fxe3 O-O 19. Rf1 Bh3 20. Rf2 Bc7 21. Rh2 Bxh2 22. Bd2 Bg3+ 23. Kd1 Rad8 24. c3 Rd6 25. Kc2 Rfd8 26. c4 Bf5+ 27. Kb3 Be6 28. Ka4 Bxc4 29. Ka5 Bb5 30. Nc3 Rd6d7 31. Ne4 Bc7# 0-1,1529.0,1890.0,-3.0,3.0,Zukertort Opening: Sicilian Invitation,A04
1. g3 c5 2. Bg2 e6 3. f3 d5 4. f4 Nf6 5. g4 Be7 6. g5 Nfd7 7. f5 exf5 8. Bh3 Bxg5 9. Bxf5 O-O 10. c3 Re8 11. Qc2 g6 12. Bg4 d4 13. d3 dxc3 14. Bxg5 Qxg5 15. Qxc3 Qxg4 16. Qb3 Qh4+ 17. Kd1 Qf2 18. Nf3 Qxe2+ 19. Kc1 Qxf3 20. Rg1 Re2 21. Qc3 Qf2 22. Rd1 1-0,1506.0,1914.0,23.0,-24.0,Hungarian Opening: Sicilian Invitation,A00
1. e3 e5 2. d4 e4 3. Bc4 d5 4. Bb3 Bg4 5. Qxg4 Nf6 6. Qe2 Nc6 7. Nh3 h6 8. O-O Bd6 9. f4 g5 10. fxg5 hxg5 11. Nxg5 Bxh2+ 12. Kf2 Qd6 13. Ke1 Qg3+ 14. Qf2 Qxg5 15. Bxd5 Bg3 16. Qxg3 Qxg3+ 17. Kd1 Qxg2 18. Nd2 Rh1 19. Bxc6+ bxc6 20. b3 Rxf1+ 21. Nxf1 Qxf1+ 22. Kd2 Qf2+ 23. Kc3 Rb8 24. Ba3 Ng4 25. Rh1 Qxe3+ 26. Kc4 Kd7 27. Rb1 Qf3 28. Bc5 a6 29. a4 e3 30. c3 e2 31. Rg1 Qe4 32. Re1 Nf2 33. Ba3 Nd3 34. b4 Nxe1 35. b5 Nc2 36. bxc6+ Kxc6 37. Bc5 e1=Q 38. a5 Qe4e3 39. d5+ Kd7 40. Bxe3 Nxe3+ 41. Kc5 Qxc3# 0-1,1629.0,1502.0,-15.0,15.0,"Englund Gambit Declined, Reversed French",A40
1. e4 e5 2. Nf3 Nc6 3. Bb5 Nge7 4. d4 exd4 5. Nxd4 Nxd4 6. Qxd4 a6 7. Ba4 b5 8. Bb3 Nc6 9. Qd5 Qf6 10. Bg5 Qg6 11. O-O h6 12. Bf4 Bb7 13. Bxc7 Be7 14. c4 b4 15. Ba5 Nxa5 16. Qxa5 Qxe4 17. Nd2 Qxg2# 0-1,1396.0,1526.0,-7.0,8.0,Ruy Lopez: Cozio Defense,C60
1. d4 d6 2. c4 c6 3. Nc3 Nd7 4. Nf3 Ndf6 5. Bg5 h6 6. Bh4 g5 7. Bg3 g4 8. Nd2 Bf5 9. e3 Be4 10. Ncxe4 Nxe4 11. Nxe4 Qa5+ 12. Nc3 Qb4 13. Qc2 Qa5 14. a3 1-0,1890.0,1529.0,3.0,-3.0,Queen's Pawn Game: Anglo-Slav Opening,A41
1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 c5 5. a3 Ba5 6. dxc5 dxe4 7. b4 Bc7 8. Nxe4 Be5 9. Bc3 Bxc3+ 10. Nxc3 Qf6 11. Ne4 Qe5 12. Bd3 f5 13. Nf3 Qf6 14. Nd6+ Kd7 15. O-O Ne7 16. Bb5+ Kc7 17. Ne8+ 1-0,1775.0,1773.0,11.0,-11.0,"French Defense: Winawer Variation, Fingerslip Variation",C15
1. d4 d5 2. c4 dxc4 3. e4 b5 4. b3 cxb3 5. Bxb5+ Bd7 6. Bxd7+ Qxd7 7. axb3 e6 8. e5 Nc6 9. Nf3 O-O-O 10. Be3 Bb4+ 11. Nbd2 Bxd2+ 12. Qxd2 f6 13. O-O fxe5 14. Nxe5 Nxe5 15. dxe5 Qxd2 16. Bxd2 Rxd2 17. Rxa7 Rb2 18. Rc1 Rxb3 19. Rcxc7+ Kb8 20. g3 Nh6 21. Rxg7 Nf5 22. Rgd7 h5 23. f4 Rg8 24. Kg2 h4 25. Kf2 hxg3+ 26. hxg3 Nxg3 27. Rf7 Ne4+ 28. Ke2 0-1,1516.0,1532.0,-11.0,10.0,"Queen's Gambit Accepted: Central Variation, Greco Variation",D20
1. e4 e6 2. Nf3 c6 3. d4 d5 4. e5 c5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. c3 b5 8. O-O a5 9. a3 a4 10. b3 c4 11. b4 Qb6 12. Bg5 h6 13. Be3 Ne7 14. Nh4 g5 15. Nf3 Nf5 16. h3 Bg7 17. Nh2 O-O-O 18. Qh5 Rdf8 19. Nd2 Rh7 20. Ng4 Nxe3 21. fxe3 Bh8 22. Rf2 f5 23. exf6 Nxf6 24. Nxf6 Rxf6 25. Qe8+ Kb7 26. Rxf6 Bxf6 27. Rf1 Bd8 28. Rf8 Kc8 29. Nf3 Re7 30. Qg6 e5 31. Nxe5 Rxe5 32. Qxb6 1-0,1670.0,1853.0,186.0,-15.0,French Defense: Knight Variation,C00
1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nf6 5. Bf4 Nc6 6. c3 e6 7. Nf3 Be7 8. O-O O-O 9. Nbd2 b6 10. Ne5 Bb7 11. Nxc6 Bxc6 12. h3 b5 13. Qc2 Qb6 14. Be5 g6 15. Nf3 b4 0-1,1457.0,1639.0,-6.0,7.0,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",B13
1. e4 e5 2. f4 Nc6 3. d3 d6 4. Nf3 Nf6 5. Be3 Be7 6. Be2 Be6 7. Nbd2 O-O 8. O-O a5 9. c4 Qd7 10. f5 Bxf5 11. exf5 Qxf5 12. Nh4 Qd7 13. a3 Nd4 14. Bxd4 exd4 15. Bf3 c5 16. Ne4 Nxe4 17. Bxe4 Bxh4 18. Qh5 f5 19. Bxf5 Rxf5 20. Rxf5 Bf6 21. Rf3 Rf8 22. Qd5+ Kh8 23. Raf1 Qf7 24. Qe4 Re8 25. Qh4 Qg6 26. Qg3 Qh6 27. Re1 Rb8 28. Qxd6 Rd8 29. Qxd8+ Bxd8 30. Re8# 1-0,1562.0,1558.0,14.0,-30.0,"King's Gambit Declined, Queen's Knight Defense",C30
1. d4 d5 2. c4 Nf6 3. Nf3 c6 4. Nc3 e6 5. Bg5 Nbd7 6. e4 dxe4 7. Nxe4 Be7 8. Nxf6+ Bxf6 9. Be3 e5 10. d5 e4 11. Nd2 cxd5 12. cxd5 Bxb2 13. Rb1 Bc3 14. Qc2 Qf6 15. Qxe4+ Ne5 16. Bb5+ Bd7 17. Bxd7+ Kxd7 18. O-O Bxd2 19. Bxd2 1-0,1500.0,1092.0,48.0,-4.0,Queen's Gambit Declined: Alekhine Variation,D51
1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 b6 5. Be2 Bb7 6. O-O Nf6 7. d4 h6 8. Bf4 e6 9. a3 a6 10. b4 Be7 11. Be5 O-O 12. Re1 Nbd7 13. h3 Nh7 14. Bd3 Ng5 15. Bf4 Nxf3+ 16. gxf3 Nf6 17. Bg3 Nh5 18. Bh2 f5 19. f4 Qe8 20. Rxe6 Rf6 21. Re5 Qg6+ 22. Kf1 Qg2+ 23. Ke1 Qxh2 24. Rxe7 Nxf4 25. Rxc7 Ng2+ 26. Ke2 Re8+ 27. Ne4 fxe4 28. Bc4+ Kh8 29. Rxb7 e3 30. f3 Nf4+ 31. Ke1 Qf2# 0-1,1512.0,1647.0,-7.0,8.0,Scandinavian Defense: Mieses-Kotroc Variation,B01
